Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-01-29,24.4525146484375,24.46990619512913,24.34816536828769,24.46990619512913,1003200
1993-02-01,24.626432418823242,24.626432418823246,24.46990848395784,24.46990848395784,480500
1993-02-02,24.678606033325195,24.69599758091739,24.55686520017983,24.609039842956413,201300
1993-02-03,24.939476013183594,24.956867558520543,24.69599437846632,24.71338592380327,529400
1993-02-04,25.0438289642334,25.096003607908887,24.748172650072313,25.026437416341572,531500
1993-02-05,25.02644920349121,25.078623871740323,24.88731675482691,25.02644920349121,492100
1993-02-08,25.02644920349121,25.1134069839064,24.991666091325136,25.02644920349121,596100
1993-02-09,24.85251808166504,24.939475807633073,24.800343446084216,24.939475807633073,122100
1993-02-10,24.887310028076172,24.90470157945848,24.782960719782352,24.852526925311565,379600
1993-02-11,25.009035110473633,25.11338435293736,24.922077408420524,24.922077408420524,19500
1993-02-12,24.81774139404297,24.974265341167275,24.817741394042965,24.974265341167275,42500
1993-02-16,24.191650390625,24.74818009048122,24.15686728438399,24.74818009048122,374800
1993-02-17,24.17424774169922,24.226422377112957,24.08729001600965,24.19163928683713,210900
1993-02-18,24.156869888305664,24.45252632322373,23.826430343397234,24.45252632322373,378100
1993-02-19,24.243820190429688,24.243820190429688,24.122079342988506,24.156862442257413,34900
1993-02-22,24.33077049255371,24.365553581177807,24.243812770993475,24.313378948241663,513600
1993-02-23,24.313386917114258,24.417736217187713,24.191646067028564,24.40034466717547,373700
1993-02-24,24.626432418823242,24.626432418823246,24.33077609741082,24.33077609741082,26300
1993-02-25,24.678606033325195,24.69599758091739,24.55686520017983,24.609039842956413,44500
1993-02-26,24.713401794433594,24.730793350939177,24.59166089889451,24.730793350939177,66200
1993-03-01,24.643836975097656,24.800360992582394,24.609053860101046,24.800360992582394,66500
1993-03-02,25.009035110473633,25.00903511047363,24.62642122143996,24.6612043022612,182400
1993-03-03,25.1133975982666,25.13078914784989,25.009048300766878,25.043831399933453,280100
1993-03-04,24.97426414489746,25.148179633371676,24.97426414489746,25.148179633371676,89500
1993-03-05,24.90471076965332,25.11340946325377,24.887319211853285,25.009060116453547,40000
1993-03-08,25.461225509643555,25.46122550964355,24.956870632744877,24.956870632744877,50800
1993-03-09,25.37428092956543,25.42645559905734,25.32210626007352,25.409064042560036,169300
1993-03-10,25.426450729370117,25.426450729370117,25.269926750871946,25.374276069870728,194400
1993-03-11,25.35687828063965,25.513402220643595,25.32209518286099,25.443836025086284,70900
1993-03-12,25.095998764038086,25.165564942178175,24.939474863222877,25.148173397643152,643600
1993-03-15,25.217754364013672,25.217754364013672,25.078621926143253,25.078621926143253,310800
1993-03-16,25.217754364013672,25.287320582948883,25.217754364013672,25.217754364013672,30800
1993-03-17,25.061233520507812,25.18297441894192,25.026450406669493,25.18297441894192,21800
1993-03-18,25.217754364013672,25.322103692416487,25.165579699812266,25.165579699812266,59300
1993-03-19,25.179590225219727,25.319379761515183,25.179590225219723,25.319379761515183,66900
1993-03-22,25.039812088012695,25.0922331879876,24.91749618807125,24.934969888062884,183400
1993-03-23,25.092201232910156,25.127148588387744,25.057253877432565,25.10967491064895,55200
1993-03-24,25.092201232910156,25.197043299342926,24.934938133260996,25.057253877432565,37200
1993-03-25,25.249488830566406,25.30190991464371,25.074751883642072,25.10969927302694,110100
1993-03-26,25.109678268432617,25.249467709036278,25.09220458835716,25.23199402896082,101500
1993-03-29,25.214523315429688,25.33683909034861,25.127154904773313,25.127154904773313,87100
1993-03-30,25.284425735473633,25.284425735473633,25.214530985686558,25.249478360580095,56000
1993-03-31,25.266948699951172,25.424211866133444,25.266948699951172,25.354317125607988,111600
1993-04-01,25.179590225219727,25.301906069478253,25.127169149108926,25.301906069478253,129500
1993-04-02,24.655370712280273,24.96989705729873,24.655370712280273,24.96989705729873,59400
1993-04-05,24.777677536010742,24.847572254024875,24.70778281799661,24.847572254024875,172200
1993-04-06,24.707786560058594,24.83010233510839,24.63789183145871,24.83010233510839,129700
1993-04-07,24.79515838623047,24.79515838623047,24.690316278889114,24.74273733255979,28000
1993-04-08,24.760210037231445,24.89999950815442,24.655367934039216,24.89999950815442,180800
1993-04-12,25.109678268432617,25.127151948508075,24.969888827828957,25.00483618797987,348500
1993-04-13,25.162109375,25.24947781032986,25.07474093967014,25.092214626736112,146100
1993-04-14,25.127161026000977,25.19705577155314,25.10968733961294,25.179582085165098,119600
1993-04-15,25.127161026000977,25.179582085165098,25.02231890767274,25.10968733961294,148600
1993-04-16,25.127161026000977,25.179582085165098,25.0922136532249,25.144634712389017,47900
1993-04-19,25.022306442260742,25.197043219092173,25.0048327645776,25.1271485083596,157000
1993-04-20,24.900014877319336,25.022330739874587,24.74275162546258,24.987383350573086,279500
1993-04-21,24.882532119750977,24.952426872896346,24.81263736660561,24.952426872896346,67900
1993-04-22,24.568004608154297,24.987373107866745,24.568004608154297,24.77768885801052,97700
1993-04-23,24.46316146850586,24.585477275848387,24.42821409497942,24.515582528795512,106000
1993-04-26,24.270952224731445,24.568004915746876,24.201057473904285,24.480636477212926,62600
1993-04-27,24.533058166503906,24.533058166503906,24.236005467906637,24.236005467906637,156800
1993-04-28,24.480628967285156,24.550523696670698,24.445681602592387,24.498102649631544,85900
1993-04-29,24.58548355102539,24.58548355102539,24.393272947570324,24.533062477355827,85000
1993-04-30,24.620410919189453,24.76020033533815,24.620410919189453,24.672831950245218,88500
1993-05-03,24.777677536010742,24.777677536010742,24.550519702464804,24.655361779486007,80500
1993-05-04,24.86505699157715,24.95242542794952,24.79516224247925,24.8301096170282,149100
1993-05-05,24.934955596923828,25.022324046807935,24.865060837016543,24.865060837016543,109000
1993-05-06,24.84758758544922,24.917482346589725,24.830113895164093,24.9000086563046,54700
1993-05-07,24.79515838623047,24.86505312445804,24.760211017116685,24.86505312445804,68000
1993-05-10,24.84758758544922,24.98737710773023,24.830113895164093,24.830113895164093,113900
1993-05-11,24.95241928100586,24.952419281005863,24.77768245130694,24.84757718318651,42600
1993-05-12,24.91747283935547,24.93494652297353,24.847578104883222,24.847578104883222,31000
1993-05-13,24.620410919189453,24.812621366393913,24.602937242170867,24.812621366393913,129100
1993-05-14,24.602947235107422,24.690315655686636,24.585473550991576,24.620420919223264,63500
1993-05-17,24.690332412719727,24.690332412719727,24.568016540894504,24.672858716744695,34000
1993-05-18,24.67283821105957,24.725259255417345,24.585469803796613,24.707785573964756,105200
1993-05-19,25.179590225219727,25.179590225219723,24.51558992781629,24.672853156148683,50200
1993-05-20,25.249488830566406,25.24948883056641,25.127172967719375,25.179594051796673,98200
1993-05-21,25.022306442260742,25.30188528519103,25.0048327645776,25.266937929824742,221400
1993-05-24,25.127161026000977,25.214529457941175,25.07473996683686,25.07473996683686,30500
1993-05-25,25.179590225219727,25.232011301330523,25.179590225219723,25.232011301330523,191800
1993-05-26,25.494115829467773,25.51158952092046,25.232010457677497,25.249484149130183,102400
1993-05-27,25.4067325592041,25.529048328058593,25.37178519667425,25.529048328058593,53800
1993-05-28,25.284425735473633,25.38926786015424,25.162109923346254,25.38926786015424,79100
1993-06-01,25.52903938293457,25.616407758646186,25.33682895636901,25.371776306653658,28300
1993-06-02,25.494115829467773,25.5814842867312,25.354326297846292,25.459168446562405,20300
1993-06-03,25.4067325592041,25.441679921733957,25.35431151540932,25.441679921733957,21600
1993-06-04,25.31937599182129,25.336849681256638,25.214533855209194,25.336849681256638,32000
1993-06-07,25.232006072998047,25.371795580327678,25.23200607299805,25.371795580327678,121400
1993-06-08,25.00486946105957,25.16213279100334,25.00486946105957,25.16213279100334,104500
1993-06-09,25.092201232910156,25.197043299342926,25.057253877432565,25.092201232910153,43300
1993-06-10,25.109678268432617,25.127151948508075,25.022309868055327,25.0747309082817,17900
1993-06-11,25.214523315429688,25.249470679692237,25.10968122264204,25.197049633298413,647400
1993-06-14,25.179590225219727,25.266958685404386,25.179590225219723,25.249484993367453,64200
1993-06-15,25.127161026000977,25.232003144329216,25.12716102600098,25.214529457941175,142400
1993-06-16,25.179590225219727,25.179590225219723,25.057274380961196,25.127169149108926,330900
1993-06-17,25.266948699951172,25.266948699951172,25.179580274294356,25.232001329688448,37400
1993-06-18,25.058881759643555,25.25245458222507,25.058881759643555,25.25245458222507,58500
1993-06-21,25.111677169799805,25.1292747011031,25.07648210719322,25.1292747011031,29300
1993-06-22,25.129261016845703,25.146858538566182,25.094065973404742,25.146858538566182,137500
1993-06-23,24.900510787963867,25.12927873159887,24.900510787963867,25.12927873159887,227600
1993-06-24,25.23484230041504,25.234842300415043,24.970879514845844,24.970879514845844,243700
1993-06-25,25.217267990112305,25.287658131047717,25.19967045487845,25.217267990112305,44800
1993-06-28,25.49882698059082,25.49882698059082,25.305254104961765,25.34044917325796,439900
1993-06-29,25.37565040588379,25.463638097998505,25.340455329037905,25.463638097998505,207500
1993-06-30,25.37565040588379,25.463638097998505,25.340455329037905,25.410845482729677,437600
1993-07-01,25.30524444580078,25.410829610386877,25.270049390938752,25.410829610386877,605700
1993-07-02,25.164453506469727,25.2348435862081,25.076465906796756,25.217246066273507,285400
1993-07-06,24.900510787963867,25.19966886810195,24.865315719712328,25.12927873159887,246400
1993-07-07,24.970890045166016,25.006085098083798,24.88290241287156,24.88290241287156,343700
1993-07-08,25.2524471282959,25.30523970068955,24.95328921806522,24.98848426632765,248200
1993-07-09,25.32284927368164,25.32284927368164,25.19966654615157,25.252459143664456,378200
1993-07-12,25.30524444580078,25.322841973231796,25.252451863507734,25.287646918369767,373700
1993-07-13,25.287635803222656,25.39322092139895,25.146855645654263,25.322830842614753,389600
1993-07-14,25.37565040588379,25.44604055957556,25.287662713769077,25.305260252192017,617300
1993-07-15,25.270038604736328,25.358026204334994,25.21724604497713,25.358026204334994,443800
1993-07-16,25.199642181396484,25.305227274335294,25.164447150416876,25.28762975884549,216400
1993-07-19,25.182079315185547,25.19967685488868,25.111689156373007,25.19967685488868,188200
1993-07-20,25.2524471282959,25.252447128295902,25.041276838721302,25.16445950763982,68500
1993-07-21,25.23484230041504,25.234842300415043,25.14685470522531,25.217244781377094,142700
1993-07-22,25.058881759643555,25.23485705289948,25.058881759643555,25.19966199424829,632400
1993-07-23,25.182079315185547,25.182079315185547,25.09409161666987,25.111689156373007,286200
1993-07-26,25.32284927368164,25.375641871194528,25.252459143664456,25.252459143664456,121300
1993-07-27,25.30524444580078,25.35803702809383,25.217256808645704,25.340439500662814,92800
1993-07-28,25.2524471282959,25.30523970068955,25.217252080033468,25.252447128295902,30800
1993-07-29,25.393232345581055,25.463622456033114,25.270049652289945,25.305244707515975,331000
